"Stimuli","AoA","SD","X","Stimuli.1","FreqSub","SD.1","freq2","cat","phonlength","Borrowed"
"quart",7.753058954,2.252358382,NA,"quart",4.785714286,1.853068383,57.36,"NOM",3,FALSE
"quartz",10.17130145,2.915291535,NA,"quartz",3.035714286,1.07089934,1.69,"NOM",6,TRUE
"quatre",3.996662959,1.19317053,NA,"quatre",5.25,1.456149158,282.64,"ADJ",4,FALSE
"que",5.711902113,1.81747787,NA,"que",7,0,3315.95,"PRO",2,FALSE
"quel",6.426028921,1.835726688,NA,"quel",6.535714286,0.744468135,265.34,"ADJ",3,FALSE
"quelque",6.887652948,1.672677334,NA,"quelque",6.142857143,1.044005311,669.26,"ADJ",4,FALSE
"quête",9.925472747,2.634347158,NA,"quête",3.607142857,1.196887498,14.06,"NOM",3,FALSE
"queue",5.254926108,1.940620997,NA,"queue",4.035714286,1.373887236,51.49,"NOM",2,FALSE
"qui",7.239154616,11.12335526,NA,"qui",6.642857143,0.678466993,7923.25,"PRO",2,FALSE
"quiche",6.601779755,2.592793984,NA,"quiche",4,1.186342028,NA,"NOM",3,TRUE
"quille",6.991101224,3.054698479,NA,"quille",3.178571429,1.020296668,2.57,"NOM",3,TRUE
"quinze",5.496106785,1.358367141,NA,"quinze",4.75,1.624465724,94.8,"ADJ",3,FALSE
"quitte",7.492769744,2.208974851,NA,"quitte",5.214285714,1.315354983,35.81,"ADJ",3,FALSE
"quiz",10.35261402,2.305206823,NA,"quiz",3.785714286,1.397276262,NA,"NOM",3,FALSE
"quoi",5.244716352,2.285531867,NA,"quoi",6.428571429,1.168366109,592.57,"ADJ",3,FALSE
"race",8.49054505,2.578238125,NA,"race",3.75,1.109721353,28.72,"NOM",3,TRUE
"rafle",13.10851648,2.126613922,NA,"rafle",3,1.186342028,2.57,"NOM",4,TRUE
"rage",8.677419355,2.153267085,NA,"rage",3.571428571,0.690065559,44.46,"NOM",3,FALSE
"raid",12.02669633,3.138042675,NA,"raid",3.071428571,0.857583661,1.62,"NOM",3,FALSE
"raide",8.48452381,2.884959013,NA,"raide",3.928571429,1.08622934,31.35,"ADJ",3,FALSE
"raie",8.278086763,2.606856138,NA,"raie",3.321428571,1.090483122,7.84,"NOM",2,TRUE
"rail",6.889877642,2.441575377,NA,"rail",3.464285714,0.999338405,2.5,"NOM",3,TRUE
"râle",9.137931034,2.886751346,NA,"râle",3.571428571,1.501322169,7.91,"NOM",3,TRUE
"rame",7.285873192,2.297731467,NA,"rame",3.571428571,0.997350989,7.02,"NOM",3,TRUE
"rampe",8.108333333,2.846453732,NA,"rampe",3.714285714,1.301200097,21.56,"NOM",3,TRUE
"ranch",9.706340378,2.606031053,NA,"ranch",2.821428571,1.020296668,0.61,"NOM",4,FALSE
"rang",6.589285714,1.852305181,NA,"rang",4.142857143,1.380131119,37.16,"NOM",2,TRUE
"rap",11.24137931,2.265686062,NA,"rap",4.178571429,1.362284884,0.07,"NOM",3,TRUE
"râpe",7.953571429,2.321563088,NA,"râpe",3.642857143,0.9893614,1.89,"NOM",3,TRUE
"rare",7.853170189,1.931626982,NA,"rare",4.928571429,1.303231637,37.23,"ADJ",3,FALSE
"ras",9.222222222,2.405351177,NA,"ras",3.857142857,1.55668893,NA,"ADJ",2,TRUE
"rat",5.494994438,1.427080635,NA,"rat",3.678571429,1.306779231,20.81,"NOM",2,TRUE
"rate",10.92213571,3.376070121,NA,"rate",3.392857143,1.685214256,3.92,"NOM",3,TRUE
"règle",5.998887653,1.378014779,NA,"règle",5.035714286,1.373887236,31.63,"NOM",4,FALSE
"règne",9.034482759,2.323790008,NA,"règne",3.25,1.1426091,22.71,"NOM",3,FALSE
"rein",9.547619048,2.604152299,NA,"rein",3.75,1.109721353,1.76,"NOM",2,FALSE
"reine",5.636262514,2.013929984,NA,"reine",3.214285714,0.956736074,30,"NOM",3,FALSE
"rendre",5.892102336,1.944941053,NA,"rendre",5.178571429,1.415615857,150.07,"VER",4,FALSE
"rêne",7.826153846,2.560348534,NA,"rêne",2.75,1.1426091,NA,"NOM",3,FALSE
"renne",6.695238095,2.359622023,NA,"renne",2.785714286,0.875897121,NA,"NOM",3,TRUE
"reste",6.06785317,1.760376304,NA,"reste",5.678571429,1.278122797,306.9,"NOM",4,FALSE
"rêve",5.280311457,1.765256081,NA,"rêve",5.214285714,1.166099635,101.82,"NOM",3,TRUE
"rhum",10.31813126,3.412815821,NA,"rhum",3.75,1.236033081,12.7,"NOM",3,TRUE
"rhume",6.031145717,2.055153501,NA,"rhume",4.25,1.236033081,4.93,"NOM",3,FALSE
"riant",7.775862069,2.885755743,NA,"riant",3.928571429,1.412341671,43.31,"ADJ",3,FALSE
"riche",6.52836485,1.972935153,NA,"riche",4.642857143,1.161553421,47.23,"ADJ",3,TRUE
"ride",9.345939933,2.67686223,NA,"ride",4.142857143,1.238705588,3.65,"NOM",3,TRUE
"rien",4.822024472,1.55127419,NA,"rien",6.642857143,0.55872114,1543.72,"NOM",3,FALSE
"rieur",8.531701891,2.729764258,NA,"rieur",3.821428571,1.248808956,4.26,"ADJ",4,FALSE
"rime",8.567296997,1.876853922,NA,"rime",4.142857143,1.007905261,3.31,"NOM",3,TRUE
"ring",10.16907675,2.300070125,NA,"ring",2.928571429,0.899735411,4.39,"NOM",3,TRUE
"rire",4.923248053,1.745655129,NA,"rire",5.678571429,1.156417566,256.76,"NOM",3,FALSE
"risque",8.034482759,2.175622516,NA,"risque",4.857142857,0.890870806,55.61,"NOM",4,FALSE
"rive",8.390433815,2.286002286,NA,"rive",3.285714286,0.937180281,35.82,"NOM",3,FALSE
"riz",4.783092325,1.44207139,NA,"riz",5.142857143,1.044005311,17.7,"NOM",2,FALSE
"robe",4.56618465,1.500537538,NA,"robe",4.392857143,1.165532328,111.96,"NOM",3,TRUE
"roc",9.735714286,2.871981174,NA,"roc",2.928571429,0.939998874,7.5,"NOM",3,FALSE
"roche",8.134593993,2.650218088,NA,"roche",3.321428571,1.020296668,14.12,"NOM",3,FALSE
"rock",9.245828699,2.765766144,NA,"rock",4.892857143,1.423071423,19.6,"NOM",3,TRUE
"roi",5.565072303,1.725831575,NA,"roi",3.321428571,0.944911183,86.02,"ADV",3,FALSE
"rôle",8.619047619,2.397316507,NA,"rôle",4.535714286,1.170063083,88.51,"NOM",3,FALSE
"rompre",10.74082314,2.69407953,NA,"rompre",3.892857143,1.165532328,21.82,"VER",4,FALSE
"rond",4.253615128,1.623748484,NA,"rond",4.357142857,1.253566341,52.5,"ADJ",2,FALSE
"ronde",5.145717464,2.124612552,NA,"ronde",4.178571429,1.389206313,41.55,"ADJ",3,FALSE
"rose",4.426028921,1.427080635,NA,"rose",4.464285714,1.104943198,98.24,"ADJ",3,FALSE
"roue",5.426028921,1.603088417,NA,"roue",4.142857143,1.238705588,17.91,"NOM",2,FALSE
"roué",11.56577267,2.312953457,NA,"roué",3.25,1.109721353,1.56,"VER",3,FALSE
"rouer",11.32619048,2.431592827,NA,"rouer",3.071428571,1.11980724,0.34,"VER",3,FALSE
"rouge",3.819799778,1.257237114,NA,"rouge",5.464285714,1.426784597,258.04,"ADJ",3,FALSE
"rouille",8.38487208,2.91086212,NA,"rouille",3.071428571,0.71639899,10.14,"ADJ",3,FALSE
"route",4.931034483,1.693123347,NA,"route",5.678571429,1.090483122,251.35,"NOM",3,FALSE
"roux",6.958843159,2.495587504,NA,"roux",3.785714286,1.343217333,25.75,"ADJ",2,FALSE
"ruche",7.311457175,2.152268121,NA,"ruche",3.071428571,0.978607152,2.03,"NOM",3,TRUE
"rude",10.13570634,2.337170424,NA,"rude",3.607142857,1.065947178,22.64,"ADJ",3,FALSE
"rue",5.24916574,2.028294479,NA,"rue",6,1.217161239,453.65,"NOM",2,FALSE
"ruée",10.10595238,2.157318472,NA,"ruée",3.25,0.927960727,5.47,"VER",3,FALSE
"ruelle",9.745272525,2.728582286,NA,"ruelle",3.714285714,1.329359157,13.51,"NOM",4,FALSE
"ruer",10.25357143,2.155186207,NA,"ruer",3.571428571,1.317364693,3.18,"VER",3,FALSE
"ruine",9.295238095,2.598850321,NA,"ruine",3.357142857,0.826159599,16.28,"NOM",4,FALSE
"ruse",8.567296997,1.929399037,NA,"ruse",3.964285714,1.318869967,13.72,"NOM",3,FALSE
"rustre",11.55,2.372253403,NA,"rustre",2.821428571,0.983326607,0.94,"ADJ",5,FALSE
"rythme",8.31701891,2.212379636,NA,"rythme",4.75,1.481365736,43.52,"NOM",4,FALSE
"sa",4.816462736,1.681013519,NA,"sa",6.785714286,0.568112069,3732.43,"ADJ",2,FALSE
"sable",6.810901001,9.190106883,NA,"sable",3.285714286,0.937180281,90.21,"ADJ",4,TRUE
"sabre",9.14559387,2.603994658,NA,"sabre",2.928571429,0.71639899,14.73,"NOM",4,TRUE
"sac",5.063403782,1.753031169,NA,"sac",6,1.186342028,125.47,"NOM",3,TRUE
"sacre",11.28690476,2.296674257,NA,"sacre",3,1.054092553,NA,"NOM",4,TRUE
"sage",4.850945495,1.777396913,NA,"sage",4.571428571,1.399168309,28.04,"ADJ",3,FALSE
"sain",10.06117909,2.591134596,NA,"sain",3.964285714,1.318869967,8.58,"ADJ",2,FALSE
"saint",8.528735632,2.039833214,NA,"saint",3.714285714,1.150109266,54.39,"ADJ",2,FALSE
"sale",4.672969967,2.063507818,NA,"sale",5.214285714,1.343217333,76.95,"ADJ",3,TRUE
"salle",6.211904762,2.196130348,NA,"salle",5.964285714,1.07089934,197.64,"NOM",3,TRUE
"sang",5.355951057,1.446538322,NA,"sang",4.571428571,0.959497223,205.2,"NOM",2,FALSE
"sangle",9.84047619,2.648790659,NA,"sangle",3.178571429,0.722832465,1.62,"NOM",4,FALSE
"sans",5.780867631,2.30287338,NA,"sans",6.392857143,1.030615987,2224.12,"PRE",2,FALSE
"saoul",9.599555061,3.353380576,NA,"saoul",4.142857143,1.268252975,9.46,"ADJ",2,FALSE
"sauce",5.850945495,2.055676641,NA,"sauce",5,1.054092553,13.25,"NOM",3,FALSE
"sauf",7.070077864,2.21335147,NA,"sauf",6.035714286,1.137969044,89.46,"ADJ",3,FALSE
"saut",6.101223582,2.279407582,NA,"saut",4.214285714,1.066567456,14.26,"NOM",2,FALSE
"sauve",7.648786718,2.654116609,NA,"sauve",3.785714286,0.956736074,10.68,"ADJ",3,FALSE
"scalp",11.21666667,2.715642216,NA,"scalp",2.428571429,0.572749795,NA,"NOM",5,FALSE
"sceau",9.689285714,3.583005866,NA,"sceau",2.857142857,0.890870806,3.45,"NOM",2,FALSE
"scène",8.563959956,2.199217847,NA,"scène",4.357142857,1.026114055,95.27,"NOM",3,FALSE
"sceptre",10.18214286,2.630720368,NA,"sceptre",2.607142857,0.628890011,1.42,"NOM",5,FALSE
"scie",6.638487208,1.964195641,NA,"scie",3.25,1.004618962,9.19,"NOM",2,FALSE
"science",9.209121246,1.948255354,NA,"science",5.178571429,1.362284884,24.93,"NOM",4,TRUE
"scier",7.219667944,2.389426627,NA,"scier",3.285714286,0.712696645,2.43,"VER",3,FALSE
"sciure",12.17130145,12.62928837,NA,"sciure",2.678571429,0.862965234,6.01,"NOM",4,FALSE
"scoop",12.39880952,2.245045631,NA,"scoop",4.285714286,1.212806444,1.08,"NOM",4,FALSE
"score",7.887652948,2.502901542,NA,"score",4.678571429,1.248808956,0.61,"NOM",4,TRUE
"scotch",6.243604004,1.948255354,NA,"scotch",4.107142857,0.994029797,6.28,"NOM",5,FALSE
"scribe",11.23361823,3.124665224,NA,"scribe",2.321428571,0.722832465,1.55,"NOM",5,FALSE
"script",12.59733037,2.650623785,NA,"script",2.857142857,0.705233647,0.41,"NOM",6,FALSE
"seau",5.359288098,2.642904886,NA,"seau",3.321428571,0.772373515,14.73,"NOM",2,FALSE
"sec",6.456062291,2.459128266,NA,"sec",4.857142857,1.325373063,73.18,"ADJ",3,FALSE
"sèche",7.315906563,2.841323332,NA,"sèche",4.392857143,1.314852075,40.74,"ADJ",3,FALSE
"secte",10.810901,2.541272224,NA,"secte",3.464285714,0.922241346,3.11,"NOM",4,FALSE
"seigle",9.73452381,3.450970212,NA,"seigle",3,1.018350154,NA,"NOM",4,FALSE
"sein",7.289285714,2.397556227,NA,"sein",4.964285714,1.452511053,32.23,"NOM",2,FALSE
"seize",5.531701891,1.258946479,NA,"seize",4.928571429,1.412341671,31.42,"ADJ",3,FALSE
"sel",5.139043382,1.516220542,NA,"sel",6.107142857,0.831744517,31.01,"NOM",3,FALSE
"self",11.8339719,2.148432812,NA,"self",4.285714286,1.181873681,NA,"NOM",4,TRUE
"selle",7.50952381,1.998850244,NA,"selle",3.035714286,0.922241346,16.22,"NOM",3,FALSE
"sens",6.779755284,2.603554229,NA,"sens",5.071428571,1.385869734,300.41,"VER",2,TRUE
"sept",4.424916574,1.399692747,NA,"sept",5.214285714,1.618347187,75.61,"ADJ",3,FALSE
"serf",10.76121795,2.77931923,NA,"serf",2.428571429,0.835710894,NA,"ADJ",3,FALSE
"serre",8.850945495,2.773530804,NA,"serre",3.857142857,1.778769565,31.89,"NOM",3,FALSE
"ses",5.366666667,1.946408422,NA,"ses",6.678571429,0.722832465,3105.41,"ADJ",2,FALSE
"set",10.41490545,2.983106557,NA,"set",3.321428571,1.020296668,0.34,"NOM",3,TRUE
"seuil",10.1797619,2.60613776,NA,"seuil",4.285714286,1.356933986,48.85,"NOM",3,FALSE
"seul",5.565072303,1.960908282,NA,"seul",5.678571429,1.306779231,521.96,"ADJ",3,FALSE
"sève",8.740823137,2.501612383,NA,"sève",2.964285714,0.83808171,7.03,"NOM",3,FALSE
"sexe",8.559510567,2.692083176,NA,"sexe",5.464285714,1.137969044,46.49,"NOM",4,FALSE
"short",5.458286986,2.132190554,NA,"short",3.464285714,0.881166855,6.55,"NOM",4,TRUE
"show",11.21904762,1.942861972,NA,"show",4.035714286,1.231745009,2.57,"NOM",2,TRUE
"si",5.669632925,2.363249085,NA,"si",6.928571429,0.262265264,1859.12,"ADV",2,FALSE
"siècle",8.492769744,2.224013615,NA,"siècle",3.892857143,1.342724861,79.05,"NOM",5,FALSE
"siège",6.136818687,2.42877021,NA,"siège",5.071428571,1.274495439,47.03,"NOM",4,FALSE
"sien",5.637374861,2.127141552,NA,"sien",5.857142857,1.325373063,37.16,"ADJ",3,FALSE
"sieste",4.537263626,1.979464465,NA,"sieste",5.035714286,1.104943198,13.38,"NOM",5,FALSE
"sigle",11.61904762,2.279342515,NA,"sigle",3.285714286,1.083791112,1.01,"NOM",4,FALSE
"signe",6.811904762,2.347901974,NA,"signe",5.107142857,1.165532328,126.76,"NOM",3,FALSE
"simple",6.638487208,1.85958719,NA,"simple",5.464285714,1.104943198,131.69,"ADJ",4,TRUE
"singe",4.709677419,1.232184877,NA,"singe",3.428571429,1.199647214,15.14,"NOM",3,FALSE
"site",10.21666667,2.702914561,NA,"site",5.035714286,1.373887236,3.58,"NOM",3,TRUE
"six",4.424916574,1.136869877,NA,"six",5.214285714,1.44932022,156.22,"ADJ",3,TRUE
"skate",9.814238042,2.216264415,NA,"skate",3.607142857,1.13330999,0.07,"NOM",5,FALSE
"sketch",10.45606229,2.404297228,NA,"sketch",3.892857143,1.286375491,0.74,"NOM",5,FALSE
"ski",6.887652948,2.048865409,NA,"ski",3.107142857,1.314852075,5,"NOM",3,TRUE
"skier",7.34705228,2.407425788,NA,"skier",2.785714286,0.994694923,0.27,"VER",4,FALSE
"skieur",7.436904762,2.011747111,NA,"skieur",3.035714286,0.961562881,NA,"NOM",5,FALSE
"slave",12.49054505,2.871813334,NA,"slave",2.678571429,1.156417566,2.43,"ADJ",4,FALSE
"slip",5.174638487,1.651978286,NA,"slip",4.464285714,0.999338405,10.07,"NOM",4,TRUE
"slow",10.27586207,2.049390153,NA,"slow",3.214285714,0.875897121,1.82,"NOM",3,TRUE
"snack",11.73859844,2.486955214,NA,"snack",4.5,1.503083251,NA,"NOM",4,TRUE
"snob",11.38598443,2.713169792,NA,"snob",3.642857143,1.095928009,3.79,"ADJ",4,TRUE
"sobre",11.67408231,1.946598909,NA,"sobre",3.857142857,1.268252975,3.24,"ADJ",4,FALSE
"socle",10.25119048,2.059181848,NA,"socle",3.321428571,1.020296668,7.91,"NOM",4,FALSE
"soeur",4.17352614,1.760376304,NA,"soeur",5.785714286,1.227980663,116.55,"NOM",3,FALSE
"soi",8.955952381,3.092631212,NA,"soi",5.607142857,1.314852075,83.65,"NOM",3,FALSE
"soie",9.816462736,2.385890425,NA,"soie",3.5,1.071516751,50,"NOM",3,FALSE
"soif",4.604004449,2.528121407,NA,"soif",6.142857143,1.177388375,35.27,"NOM",4,FALSE
"soin",7.453837597,2.608917709,NA,"soin",4.785714286,1.370513363,45.41,"NOM",3,TRUE
"soir",4.852057842,1.96966238,NA,"soir",6.142857143,1.177388375,527.23,"NOM",4,FALSE
"soit",8.847608454,3.149330019,NA,"soit",5.714285714,1.356933986,305.68,"ADV",3,FALSE
"sol",5.421579533,2.261410731,NA,"sol",4.785714286,1.257780021,148.31,"NOM",3,FALSE
"solde",10.56284761,2.468293564,NA,"solde",4.142857143,1.145499591,7.3,"NOM",4,FALSE
"sombre",7.530589544,2.629035556,NA,"sombre",4.214285714,1.397276262,96.08,"ADJ",4,FALSE
"somme",7.066740823,2.393539692,NA,"somme",4.821428571,1.278122797,74.19,"NOM",3,FALSE
"son",5.953571429,2.261369741,NA,"son",6,1.305260014,4745.47,"ADJ",2,TRUE
"sonde",12.27697442,1.99137927,NA,"sonde",3.607142857,1.523623501,1.49,"NOM",3,TRUE
"songe",10.58214286,2.230664042,NA,"songe",3.428571429,1.103146054,27.71,"NOM",3,FALSE
"sort",6.994438265,2.034646148,NA,"sort",4.785714286,1.397276262,116.01,"NOM",3,TRUE
"sorte",8.21134594,2.513191006,NA,"sorte",5.285714286,1.383959506,280.95,"NOM",4,FALSE
"sot",8.847619048,2.598850321,NA,"sot",3.25,1.265642861,3.58,"ADJ",2,FALSE
"sou",6.06785317,2.272793743,NA,"sou",4.178571429,1.785820103,NA,"NOM",2,FALSE
"souche",9.357063404,3.050118982,NA,"souche",3.214285714,0.875897121,7.36,"NOM",3,TRUE
"soude",10.91826309,2.677676369,NA,"soude",3.25,1.205696356,NA,"NOM",3,TRUE
"souffle",6.21134594,2.591549543,NA,"souffle",4.285714286,1.181873681,108.59,"NOM",4,FALSE
"soufre",11.67074527,2.618380029,NA,"soufre",3.285714286,1.272418021,4.67,"NOM",4,FALSE
"souk",11.24249166,3.790196749,NA,"souk",3.107142857,1.030615987,1.49,"NOM",3,TRUE
"soupe",4.783092325,1.465003945,NA,"soupe",4.107142857,1.286375491,36.69,"NOM",3,TRUE
"souple",7.597330367,2.371878254,NA,"souple",4.535714286,1.318869967,20,"ADJ",4,FALSE
"source",7.922135706,2.435401978,NA,"source",4.357142857,1.366647309,35.41,"NOM",4,FALSE
"sourd",6.816462736,1.938850119,NA,"sourd",4.285714286,1.242969648,24.12,"ADJ",3,FALSE
"sous",5.389321468,2.163231354,NA,"sous",6.142857143,1.325373063,1061.35,"NOM",2,FALSE
"spasme",12.95952381,2.330211376,NA,"spasme",3.178571429,1.218790275,3.38,"NOM",5,FALSE
"spectre",11.9202381,2.920596695,NA,"spectre",3.25,1.1426091,4.73,"NOM",6,FALSE
"sphère",10.5272525,2.519173785,NA,"sphère",3.107142857,0.956044541,5.74,"NOM",4,FALSE
"sphinx",9.674082314,2.335789798,NA,"sphinx",2.642857143,0.869835477,3.04,"NOM",5,FALSE
"sport",6.137931034,1.632993162,NA,"sport",4.928571429,0.899735411,15.54,"NOM",4,TRUE
"spot",11.20689655,2.503331114,NA,"spot",3.678571429,1.248808956,0.47,"NOM",4,TRUE
"spray",10.1701891,2.528971911,NA,"spray",3.964285714,1.400585667,0.27,"NOM",5,FALSE
"sprint",10.39880952,2.393717832,NA,"sprint",3.142857143,0.890870806,1.82,"NOM",6,TRUE
"squash",12.95054945,2.967192748,NA,"squash",2.857142857,1.145499591,NA,"NOM",5,FALSE
"stable",9.489432703,2.522159853,NA,"stable",4.178571429,0.944911183,3.78,"ADJ",5,FALSE
"stade",7.705228031,2.263311875,NA,"stade",4.392857143,1.100144291,13.18,"NOM",4,FALSE
"stage",11.31701891,2.914553766,NA,"stage",4.428571429,1.03381965,4.8,"NOM",4,TRUE
"stand",9.545238095,2.651393041,NA,"stand",3.321428571,1.188013325,2.64,"NOM",4,TRUE
"star",8.496106785,1.99461641,NA,"star",4.785714286,1.066567456,6.35,"NOM",4,TRUE
"steak",6.58452381,2.658536457,NA,"steak",4.821428571,1.334820599,1.69,"NOM",4,TRUE
"stock",10.10233593,2.822337931,NA,"stock",4.071428571,0.857583661,4.8,"NOM",4,TRUE
"stop",4.994438265,1.899065984,NA,"stop",5.821428571,1.218790275,6.49,"NOM",4,TRUE
"stress",10.70967742,2.579072101,NA,"stress",5.285714286,1.356933986,0.41,"NOM",5,TRUE
"stretch",13.21428571,2.98270879,NA,"stretch",3.071428571,0.978607152,NA,"NOM",6,FALSE
"strict",8.598442714,2.259032051,NA,"strict",4.071428571,1.184109962,7.03,"ADJ",6,FALSE
"string",13.3192436,1.843325653,NA,"string",4.785714286,1.315354983,0.34,"NOM",5,TRUE
"style",10.02558398,2.46262383,NA,"style",5.142857143,1.483596374,46.29,"NOM",4,FALSE
"su",8.075555556,2.044379412,NA,"su",4.785714286,1.618347187,78.65,"VER",2,FALSE
"suant",9.994047619,2.290660699,NA,"suant",3.107142857,1.100144291,2.91,"ADJ",3,FALSE
"sucre",4.35483871,1.346440948,NA,"sucre",5.75,0.967049733,31.35,"NOM",4,TRUE
"sud",7.033370412,1.224305816,NA,"sud",4.357142857,1.520581899,35,"ADJ",3,TRUE
"suée",9.449553001,2.824941693,NA,"suée",3.5,0.962250449,NA,"VER",3,FALSE
"suer",8.639599555,2.350017158,NA,"suer",3.964285714,1.104943198,2.77,"VER",3,FALSE
"sueur",8.600667408,2.061943962,NA,"sueur",4.035714286,0.999338405,57.3,"NOM",4,FALSE
"suite",6.847619048,1.659524929,NA,"suite",5.607142857,1.227441957,270.88,"NOM",4,FALSE
"suivre",6.352614016,2.472646051,NA,"suivre",5.285714286,1.212806444,80.14,"VER",5,FALSE
"sur",4.959955506,1.984889152,NA,"sur",6.678571429,0.772373515,5336.01,"ADJ",3,TRUE
"sûr",6.808333333,2.385058856,NA,"sûr",5.821428571,1.278122797,343.51,"ADJ",3,FALSE
"surf",9.844271413,2.43407707,NA,"surf",3.035714286,1.261455446,0.34,"NOM",4,TRUE
"table",4.069047619,1.595971941,NA,"table",6.285714286,0.975900073,341.82,"NOM",4,TRUE
"tache",5.59047619,2.431592827,NA,"tache",4.642857143,1.339272487,35.27,"NOM",3,TRUE
"tâche",7.600667408,2.591964423,NA,"tâche",5.285714286,1.181873681,39.53,"NOM",3,FALSE
"tacle",11.16685206,2.805907746,NA,"tacle",3.25,1.1426091,NA,"NOM",4,FALSE
"tact",11.32261905,2.809875851,NA,"tact",3.428571429,1.069044968,4.8,"NOM",4,FALSE
"tag",10.63626251,2.433635274,NA,"tag",3.535714286,0.999338405,NA,"NOM",3,FALSE
"taille",5.846428571,2.053592311,NA,"taille",4.678571429,1.306779231,76.35,"NOM",3,FALSE
"tant",7.705228031,2.618380029,NA,"tant",5.928571429,1.412341671,436.42,"ADV",2,FALSE
"tante",5.457174638,1.896799795,NA,"tante",3.928571429,1.245096201,110.95,"NOM",3,FALSE
"tape",5.219132369,1.742572564,NA,"tape",4.428571429,1.168366109,17.77,"NOM",3,TRUE
"tard",6.351501669,2.455189807,NA,"tard",5.928571429,1.331347728,362.64,"ADV",3,FALSE
"tarte",5.244716352,2.314517066,NA,"tarte",4.392857143,1.286375491,10.54,"ADJ",4,FALSE
"tas",6.104560623,2.588228106,NA,"tas",4.5,1.503083251,83.78,"NOM",2,TRUE
"tasse",5.778642937,2.141248756,NA,"tasse",5.5,1,27.23,"NOM",3,FALSE
"taupe",6.741935484,2.111412919,NA,"taupe",3.178571429,0.818923025,3.11,"ADJ",3,FALSE
"taux",12.23804227,2.890845767,NA,"taux",4.75,1.265642861,2.64,"NOM",2,FALSE
"taxe",11.59510567,2.768486252,NA,"taxe",3.857142857,1.325373063,1.42,"NOM",4,FALSE
"te",5.351501669,2.482194658,NA,"te",6.392857143,1.13330999,774.32,"PRO",2,FALSE
"teigne",10.31813126,2.56527682,NA,"teigne",3.428571429,0.959497223,1.02,"NOM",3,FALSE
"teindre",9.438095238,1.910647721,NA,"teindre",3.892857143,1.286375491,1.22,"VER",4,FALSE
"teint",9.433333333,2.403063179,NA,"teint",4.071428571,1.015749,25.95,"VER",2,FALSE
"teinte",9.530589544,2.290231711,NA,"teinte",3.535714286,0.881166855,8.31,"ADJ",3,FALSE
"tel",8.709677419,2.405191518,NA,"tel",6,1.122167215,133.31,"ADJ",3,FALSE
"temple",9.552380952,2.112905066,NA,"temple",3.25,0.844371342,13.72,"NOM",4,FALSE
"temps",5.992213571,1.978377743,NA,"temps",6.178571429,0.944911183,1289.39,"NOM",2,FALSE
"tendre",7.848275862,2.736723437,NA,"tendre",4.607142857,1.227441957,67.97,"ADJ",4,FALSE
"tente",6.744160178,1.500537538,NA,"tente",3.571428571,1.47644647,32.16,"NOM",3,FALSE
"terme",10.41762452,2.169538327,NA,"terme",4.75,1.481365736,34.86,"NOM",4,FALSE
"terne",10.09788654,2.721479673,NA,"terne",3.571428571,0.790151014,9.73,"ADJ",4,TRUE
"terre",4.77753059,1.876853922,NA,"terre",4.75,1.481365736,422.1,"NOM",3,FALSE
"tes",5.283648498,1.606438658,NA,"tes",6.785714286,0.498675494,145,"ADJ",2,FALSE
"test",9.03003337,2.261886167,NA,"test",5,1.154700538,2.91,"NOM",4,TRUE
"tête",3.923248053,1.856693789,NA,"tête",5.25,1.1426091,861.49,"NOM",3,FALSE
"texte",6.526140156,2.06507049,NA,"texte",5.571428571,1.199647214,31.42,"NOM",5,FALSE
"thé",7.285873192,2.08476295,NA,"thé",5.25,1.322875656,44.19,"NOM",2,FALSE
"thème",10.06562848,2.328874388,NA,"thème",4.785714286,1.423536099,10.54,"NOM",3,FALSE
"thermes",11.55951057,2.765377339,NA,"thermes",3.25,1.322875656,NA,"NOM",4,FALSE
"thèse",14.5452381,2.545223157,NA,"thèse",4.035714286,1.477789712,7.77,"NOM",3,FALSE
"thon",6.63403782,2.538732221,NA,"thon",3.964285714,1.07089934,1.89,"NOM",2,FALSE
"thym",9.561735261,3.164317182,NA,"thym",3.607142857,1.030615987,2.09,"NOM",2,FALSE
"tic",8.139043382,2.89233321,NA,"tic",4,1.305260014,4.86,"NOM",3,TRUE
"tiède",6.563959956,2.074421801,NA,"tiède",4.928571429,1.11980724,36.69,"ADJ",4,FALSE
"tien",5.318131257,2.060900732,NA,"tien",6.214285714,1.315354983,5.81,"ADJ",3,FALSE
"tiers",10.63292547,3.302003302,NA,"tiers",4.142857143,1.177388375,16.28,"ADJ",4,FALSE
"tige",7.312569522,2.515756796,NA,"tige",3.642857143,1.12921755,11.15,"NOM",3,FALSE
"tigre",4.994047619,2.134823474,NA,"tigre",3.142857143,1.177388375,4.86,"NOM",4,FALSE
"timbre",6.530589544,1.54223689,NA,"timbre",4.285714286,1.383959506,13.25,"NOM",4,FALSE
"tique",8.630952381,2.353769293,NA,"tique",3.035714286,0.922241346,NA,"NOM",3,TRUE
"tir",7.35483871,1.792457315,NA,"tir",4,1.154700538,16.01,"NOM",3,TRUE
"titre",6.888765295,1.783436335,NA,"titre",5.035714286,1.598196735,53.45,"NOM",4,FALSE
"toast",9.493882091,2.959584394,NA,"toast",3.607142857,0.994029797,1.96,"NOM",4,TRUE
"toc",9.770238095,4.065696134,NA,"toc",3.714285714,1.356933986,10.6,"ADJ",3,TRUE
