Stimuli	AoA	SD		Stimuli	FreqSub	SD
panne	6.954761905	2.049950939		panne	4.285714286	1.301200097
paon	6.921023359	2.783206165		paon	2.75	0.927960727
pape	9.167964405	2.473080879		pape	2.857142857	0.931517508
par	5.708565072	2.095053057		par	6.5	1
parc	5.313681869	2.1502688		parc	4.071428571	1.303231637
part	6.280311457	2.404744414		part	5.321428571	1.389206313
pas	5.03003337	1.944941053		pas	6.392857143	1.257254084
passe	6.027808676	2.414116192		passe	5.857142857	1.380131119
patch	12.3547619	3.50303645		patch	3.25	0.927960727
pâte	5.743047831	2.643718463		pâte	5.142857143	1.208435956
patte	4.957730812	1.802029919		patte	4.642857143	1.54474703
paume	7.657142857	2.40114915		paume	3.642857143	1.12921755
pause	7.169076752	2.300070125		pause	5.607142857	1.165532328
pauvre	6.749721913	1.982721058		pauvre	4.642857143	1.568539914
paye	8.84538376	2.730945718		paye	4.5	1.347150628
peau	5.066740823	1.982178665		peau	5.178571429	1.218790275
pêche	5.457174638	2.048865409		pêche	3.535714286	1.035737092
peigne	4.959955506	2.13067711		peigne	4.785714286	1.19743995
peindre	5.955506118	2.08476295		peindre	3.857142857	1.145499591
peine	7.136818687	2.509765872		peine	5.071428571	1.537881454
peint	6.546428571	2.36570322		peint	4	1.360827635
peintre	7.064516129	1.607107868		peintre	3.642857143	0.951189731
pelle	5.208008899	2.183023453		pelle	3.75	1.075828707
pendre	7.95952381	2.012603963		pendre	4	1.539600718
pente	7.205784205	2.258079877		pente	3.857142857	1.208435956
perche	8.996662959	2.357326716		perche	3.071428571	1.051579814
perdre	5.499443826	1.767690918		perdre	5.357142857	1.28277147
père	4.563959956	1.780419185		père	5.571428571	1.230133128
perle	5.733333333	1.978040363		perle	3.571428571	1.199647214
perte	8.103448276	2.28035085		perte	4.392857143	1.257254084
peste	9.638487208	2.606031053		peste	3.464285714	1.477789712
peu	5.964404894	1.74133801		peu	6.321428571	1.278122797
peuple	8.46051168	1.723337597		peuple	4.071428571	1.303231637
peur	4.780867631	1.495513002		peur	5.035714286	1.201300001
phare	7.242491657	2.105292869		phare	3.428571429	1.288943622
phase	13.94549499	18.30623608		phase	4.392857143	1.227441957
philtre	10.20592593	3.266422457		philtre	2.535714286	1.104943198
phoque	6.313681869	2.285531867		phoque	2.714285714	1.013141168
phrase	5.848720801	1.782833313		phrase	5.857142857	1.177388375
pic	7.468298109	2.391292448		pic	3.678571429	1.020296668
pie	6.886540601	2.100691131		pie	3.107142857	1.100144291
pièce	5.888765295	1.66752666		pièce	5.642857143	1.28277147
pied	3.642936596	1.603088417		pied	5.642857143	1.061595086
piège	7.102335929	1.870541294		piège	4.214285714	1.257780021
pierre	4.814238042	1.782833313		pierre	4.392857143	1.39680285
piètre	12.45272525	2.539579171		piètre	2.892857143	0.994029797
pieuvre	7.24137931	2.422120283		pieuvre	2.464285714	0.63724772
pieux	11.09788654	2.956312728		pieux	2.714285714	0.712696645
pige	10.58571429	3.157912886		pige	3.714285714	1.436486012
pile	6.639599555	1.96364813		pile	4.464285714	1.346659595
pin	8.13452381	2.920596695		pin	2.964285714	1.137969044
pince	6.313681869	1.832208844		pince	3.75	1.075828707
pioche	7.412515964	2.545642466		pioche	3.142857143	1.007905261
pion	7.286985539	2.468293564		pion	3.714285714	1.013141168
pipe	7.209121246	2.128152311		pipe	3.75	1.236033081
pique	6.250278087	1.788253187		pique	4.142857143	1.078898125
pire	7.457215837	2.424220966		pire	5.535714286	1.290482048
piste	7.810714286	2.119694187		piste	4.107142857	1.196887498
pitre	8.102335929	3.177880541		pitre	3.571428571	1.345185418
place	6.141666667	2.539119225		place	5.392857143	1.257254084
plage	5.458286986	1.677171198		plage	3.392857143	1.165532328
plaie	8.097886541	2.721479673		plaie	3.714285714	1.11744228
plaindre	7.928571429	2.754306972		plaindre	4.642857143	1.12921755
plaine	7.959770115	2.640315202		plaine	3.892857143	1.39680285
plainte	9.418242492	2.404744414		plainte	4.035714286	1.170063083
plaire	8.282536151	2.74978005		plaire	4.714285714	1.356933986
plan	8.073809524	2.049950939		plan	4.75	1.040833
planche	6.635150167	2.363249085		planche	4.035714286	0.999338405
plane	9.960714286	2.218262756		plane	3.464285714	1.137969044
planque	9.563959956	2.677665489		planque	3.75	1.109721353
plant	9.842911877	3.22551405		plant	2.785714286	1.133893419
plante	5.886540601	2.698067807		plante	4.571428571	1.168366109
plaque	7.816462736	2.508480241		plaque	3.892857143	1.13330999
plat	6.208008899	1.940513179		plat	5.357142857	1.339272487
plâtre	8.709677419	2.54000254		plâtre	3.285714286	1.11744228
plein	5.492769744	1.96966238		plein	5.607142857	1.499117906
pleur	5.565072303	2.375954817		pleur	4.428571429	1.230133128
pli	7.689655172	2.396631462		pli	3.928571429	0.939998874
plomb	9.585714286	2.799014605		plomb	3.392857143	1.196887498
plot	8.583333333	2.733361368		plot	3.214285714	1.066567456
pluie	4.353726363	1.436842416		pluie	5	0.902670934
plume	4.927697442	1.619770328		plume	3.642857143	1.061595086
plus	4.819799778	1.407353957		plus	6.714285714	0.534522484
pneu	5.536151279	2.203613845		pneu	3.928571429	0.939998874
poche	4.996662959	1.757931336		poche	5.142857143	1.208435956
poêle	6.369047619	2.468188409		poêle	4.964285714	1.231745009
poids	6.640711902	1.765865105		poids	5.285714286	1.11744228
poigne	13.51279199	18.75054121		poigne	3.071428571	0.813250061
poil	6.142857143	1.893728306		poil	4.785714286	1.286889528
poing	6.456062291	2.539155731		poing	4.214285714	1.133893419
point	5.65952381	2.208655908		point	5.178571429	1.588233853
pointe	7.456062291	2.404297228		pointe	4.035714286	1.318869967
poire	4.708565072	2.110903593		poire	3.964285714	0.999338405
pois	6.850945495	2.675656888		pois	3.392857143	1.100144291
poisse	10.10011123	2.241351359		poisse	3.964285714	1.170063083
poivre	5.710789766	1.475972433		poivre	5.071428571	1.385869734
pôle	8.783092325	2.340848114		pôle	3.464285714	1.035737092
pomme	4.244716352	1.776791841		pomme	5.071428571	1.438326482
pompe	8.274749722	2.243269503		pompe	4.107142857	1.423071423
pondre	5.852057842	1.716460474		pondre	3.214285714	0.832539304
pont	6.312569522	2.897533248		pont	4.178571429	1.278122797
pop	12.58452381	2.399473122		pop	4.392857143	1.196887498
porc	5.744160178	1.979464465		porc	3.857142857	0.803431793
porche	10.14285714	2.51889412		porche	3.107142857	0.916486274
port	8.774193548	8.91754342		port	3.642857143	1.311326321
porte	4.246941046	1.55127419		porte	6.071428571	1.015749
pose	7.81868743	3.11948438		pose	4.714285714	1.301200097
poste	7.141666667	2.552663698		poste	4.607142857	1.314852075
pot	4.517857143	1.592005892		pot	4.535714286	1.373887236
pouce	4.389321468	1.829272139		pouce	4.821428571	1.090483122
poudre	7.510714286	2.246069364		poudre	4.071428571	1.274495439
pouf	9.304783092	4.091428228		pouf	4.535714286	1.426784597
poule	3.994438265	1.790656755		poule	3.678571429	1.278122797
poulpe	9.382647386	2.712377047		poulpe	2.785714286	0.629940788
pour	5.034482759	1.966384161		pour	6.464285714	1.137969044
pourpre	10.17619048	2.545223157		pourpre	3.035714286	1.035737092
pousse	5.746384872	1.889415908		pousse	4.857142857	1.177388375
poutre	7.745272525	1.99461641		poutre	3.357142857	0.951189731
pré	8.14047619	11.20939671		pré	3.75	1.377732974
prendre	5.497219132	1.85785169		prendre	6	1.247219129
près	5.925	1.626292589		près	5.821428571	1.516662306
presque	6.568409344	1.670747692		presque	6.535714286	0.83808171
presse	8.729761905	2.836745748		presse	5.178571429	1.188013325
prêt	6.993325918	2.925968271		prêt	5.428571429	1.525792361
prêtre	8.638487208	2.111412919		prêtre	3.285714286	1.049061057
preuve	8.776418242	2.767320819		preuve	4.428571429	1.399168309
prime	11.32261905	3.056743064		prime	3.678571429	0.944911183
prince	5.389321468	1.773763389		prince	3.464285714	1.261455446
pris	5.708565072	1.997310019		pris	5.678571429	1.248808956
prise	6.660714286	2.255262046		prise	5.25	1.322875656
prisme	12.43571429	2.455114296		prisme	2.714285714	0.854493259
prix	5.921023359	1.792457315		prix	5.571428571	1.288943622
pro	11.06117909	2.836778424		pro	4.642857143	1.496026483
proche	7.065628476	2.467857893		proche	5.107142857	1.065947178
proie	8.568409344	2.567371779		proie	3.25	0.887151079
prompt	12.95467033	2.109126051		prompt	3.035714286	1.231745009
propre	5.389321468	1.754870335		propre	5.571428571	1.288943622
prune	6.59621802	2.340848114		prune	3.464285714	1.07089934
psy	11.84983315	2.627399057		psy	5.321428571	1.44154165
puant	7.923248053	2.376407336		puant	4	1.305260014
pub	6.988876529	2.385890425		pub	5.964285714	1.318869967
puce	7.139043382	2.073384849		puce	4.035714286	1.290482048
puer	6.032258065	1.481789096		puer	4.285714286	1.242969648
puis	6.667487685	2.253623246		puis	6.535714286	0.83808171
puisque	7.957730812	2.552249693		puisque	6.285714286	1.272418021
puits	6.706340378	2.142754734		puits	3.142857143	0.84827868
pull	4.782758621	1.896457678		pull	5.071428571	1.412341671
pulpe	8.635150167	2.446414976		pulpe	3.785714286	1.315354983
punch	12.4297619	2.722617064		punch	3.678571429	1.156417566
pur	8.820912125	2.151268693		pur	4.321428571	1.306779231
purge	11.99489144	2.445464284		purge	3.142857143	1.044005311
puzzle	5.13570634	2.015531094		puzzle	3.178571429	0.862965234
quai	8.77753059	2.013929984		quai	3.75	1.294575578
quand	5.706340378	2.173644677		quand	6.785714286	0.498675494
quant	9.955952381	3.158822711		quant	5	1.610152972
quart	7.753058954	2.252358382		quart	4.785714286	1.853068383
quartz	10.17130145	2.915291535		quartz	3.035714286	1.07089934
quatre	3.996662959	1.19317053		quatre	5.25	1.456149158
que	5.711902113	1.81747787		que	7	0
quel	6.426028921	1.835726688		quel	6.535714286	0.744468135
quelque	6.887652948	1.672677334		quelque	6.142857143	1.044005311
quête	9.925472747	2.634347158		quête	3.607142857	1.196887498
queue	5.254926108	1.940620997		queue	4.035714286	1.373887236
qui	7.239154616	11.12335526		qui	6.642857143	0.678466993
quiche	6.601779755	2.592793984		quiche	4	1.186342028
quille	6.991101224	3.054698479		quille	3.178571429	1.020296668
quinze	5.496106785	1.358367141		quinze	4.75	1.624465724
quitte	7.492769744	2.208974851		quitte	5.214285714	1.315354983
quiz	10.35261402	2.305206823		quiz	3.785714286	1.397276262
quoi	5.244716352	2.285531867		quoi	6.428571429	1.168366109
race	8.49054505	2.578238125		race	3.75	1.109721353
rafle	13.10851648	2.126613922		rafle	3	1.186342028
rage	8.677419355	2.153267085		rage	3.571428571	0.690065559
raid	12.02669633	3.138042675		raid	3.071428571	0.857583661
raide	8.48452381	2.884959013		raide	3.928571429	1.08622934
raie	8.278086763	2.606856138		raie	3.321428571	1.090483122
rail	6.889877642	2.441575377		rail	3.464285714	0.999338405
râle	9.137931034	2.886751346		râle	3.571428571	1.501322169
rame	7.285873192	2.297731467		rame	3.571428571	0.997350989
rampe	8.108333333	2.846453732		rampe	3.714285714	1.301200097
ranch	9.706340378	2.606031053		ranch	2.821428571	1.020296668
rang	6.589285714	1.852305181		rang	4.142857143	1.380131119
rap	11.24137931	2.265686062		rap	4.178571429	1.362284884
râpe	7.953571429	2.321563088		râpe	3.642857143	0.9893614
rare	7.853170189	1.931626982		rare	4.928571429	1.303231637
ras	9.222222222	2.405351177		ras	3.857142857	1.55668893
rat	5.494994438	1.427080635		rat	3.678571429	1.306779231
rate	10.92213571	3.376070121		rate	3.392857143	1.685214256
règle	5.998887653	1.378014779		règle	5.035714286	1.373887236
règne	9.034482759	2.323790008		règne	3.25	1.1426091
rein	9.547619048	2.604152299		rein	3.75	1.109721353
reine	5.636262514	2.013929984		reine	3.214285714	0.956736074
rendre	5.892102336	1.944941053		rendre	5.178571429	1.415615857
rêne	7.826153846	2.560348534		rêne	2.75	1.1426091
renne	6.695238095	2.359622023		renne	2.785714286	0.875897121
reste	6.06785317	1.760376304		reste	5.678571429	1.278122797
rêve	5.280311457	1.765256081		rêve	5.214285714	1.166099635
rhum	10.31813126	3.412815821		rhum	3.75	1.236033081
rhume	6.031145717	2.055153501		rhume	4.25	1.236033081
riant	7.775862069	2.885755743		riant	3.928571429	1.412341671
riche	6.52836485	1.972935153		riche	4.642857143	1.161553421
ride	9.345939933	2.67686223		ride	4.142857143	1.238705588
rien	4.822024472	1.55127419		rien	6.642857143	0.55872114
rieur	8.531701891	2.729764258		rieur	3.821428571	1.248808956
rime	8.567296997	1.876853922		rime	4.142857143	1.007905261
ring	10.16907675	2.300070125		ring	2.928571429	0.899735411
rire	4.923248053	1.745655129		rire	5.678571429	1.156417566
risque	8.034482759	2.175622516		risque	4.857142857	0.890870806
rive	8.390433815	2.286002286		rive	3.285714286	0.937180281
riz	4.783092325	1.44207139		riz	5.142857143	1.044005311
robe	4.56618465	1.500537538		robe	4.392857143	1.165532328
roc	9.735714286	2.871981174		roc	2.928571429	0.939998874
roche	8.134593993	2.650218088		roche	3.321428571	1.020296668
rock	9.245828699	2.765766144		rock	4.892857143	1.423071423
roi	5.565072303	1.725831575		roi	3.321428571	0.944911183
rôle	8.619047619	2.397316507		rôle	4.535714286	1.170063083
rompre	10.74082314	2.69407953		rompre	3.892857143	1.165532328
rond	4.253615128	1.623748484		rond	4.357142857	1.253566341
ronde	5.145717464	2.124612552		ronde	4.178571429	1.389206313
rose	4.426028921	1.427080635		rose	4.464285714	1.104943198
roue	5.426028921	1.603088417		roue	4.142857143	1.238705588
roué	11.56577267	2.312953457		roué	3.25	1.109721353
rouer	11.32619048	2.431592827		rouer	3.071428571	1.11980724
rouge	3.819799778	1.257237114		rouge	5.464285714	1.426784597
rouille	8.38487208	2.91086212		rouille	3.071428571	0.71639899
route	4.931034483	1.693123347		route	5.678571429	1.090483122
roux	6.958843159	2.495587504		roux	3.785714286	1.343217333
ruche	7.311457175	2.152268121		ruche	3.071428571	0.978607152
rude	10.13570634	2.337170424		rude	3.607142857	1.065947178
rue	5.24916574	2.028294479		rue	6	1.217161239
ruée	10.10595238	2.157318472		ruée	3.25	0.927960727
ruelle	9.745272525	2.728582286		ruelle	3.714285714	1.329359157
ruer	10.25357143	2.155186207		ruer	3.571428571	1.317364693
ruine	9.295238095	2.598850321		ruine	3.357142857	0.826159599
ruse	8.567296997	1.929399037		ruse	3.964285714	1.318869967
rustre	11.55	2.372253403		rustre	2.821428571	0.983326607
rythme	8.31701891	2.212379636		rythme	4.75	1.481365736
sa	4.816462736	1.681013519		sa	6.785714286	0.568112069
sable	6.810901001	9.190106883		sable	3.285714286	0.937180281
sabre	9.14559387	2.603994658		sabre	2.928571429	0.71639899
sac	5.063403782	1.753031169		sac	6	1.186342028
sacre	11.28690476	2.296674257		sacre	3	1.054092553
sage	4.850945495	1.777396913		sage	4.571428571	1.399168309
sain	10.06117909	2.591134596		sain	3.964285714	1.318869967
saint	8.528735632	2.039833214		saint	3.714285714	1.150109266
sale	4.672969967	2.063507818		sale	5.214285714	1.343217333
salle	6.211904762	2.196130348		salle	5.964285714	1.07089934
sang	5.355951057	1.446538322		sang	4.571428571	0.959497223
sangle	9.84047619	2.648790659		sangle	3.178571429	0.722832465
sans	5.780867631	2.30287338		sans	6.392857143	1.030615987
saoul	9.599555061	3.353380576		saoul	4.142857143	1.268252975
sauce	5.850945495	2.055676641		sauce	5	1.054092553
sauf	7.070077864	2.21335147		sauf	6.035714286	1.137969044
saut	6.101223582	2.279407582		saut	4.214285714	1.066567456
sauve	7.648786718	2.654116609		sauve	3.785714286	0.956736074
scalp	11.21666667	2.715642216		scalp	2.428571429	0.572749795
sceau	9.689285714	3.583005866		sceau	2.857142857	0.890870806
scène	8.563959956	2.199217847		scène	4.357142857	1.026114055
sceptre	10.18214286	2.630720368		sceptre	2.607142857	0.628890011
scie	6.638487208	1.964195641		scie	3.25	1.004618962
science	9.209121246	1.948255354		science	5.178571429	1.362284884
scier	7.219667944	2.389426627		scier	3.285714286	0.712696645
sciure	12.17130145	12.62928837		sciure	2.678571429	0.862965234
scoop	12.39880952	2.245045631		scoop	4.285714286	1.212806444
score	7.887652948	2.502901542		score	4.678571429	1.248808956
scotch	6.243604004	1.948255354		scotch	4.107142857	0.994029797
scribe	11.23361823	3.124665224		scribe	2.321428571	0.722832465
script	12.59733037	2.650623785		script	2.857142857	0.705233647
seau	5.359288098	2.642904886		seau	3.321428571	0.772373515
sec	6.456062291	2.459128266		sec	4.857142857	1.325373063
sèche	7.315906563	2.841323332		sèche	4.392857143	1.314852075
secte	10.810901	2.541272224		secte	3.464285714	0.922241346
seigle	9.73452381	3.450970212		seigle	3	1.018350154
sein	7.289285714	2.397556227		sein	4.964285714	1.452511053
seize	5.531701891	1.258946479		seize	4.928571429	1.412341671
sel	5.139043382	1.516220542		sel	6.107142857	0.831744517
self	11.8339719	2.148432812		self	4.285714286	1.181873681
selle	7.50952381	1.998850244		selle	3.035714286	0.922241346
sens	6.779755284	2.603554229		sens	5.071428571	1.385869734
sept	4.424916574	1.399692747		sept	5.214285714	1.618347187
serf	10.76121795	2.77931923		serf	2.428571429	0.835710894
serre	8.850945495	2.773530804		serre	3.857142857	1.778769565
ses	5.366666667	1.946408422		ses	6.678571429	0.722832465
set	10.41490545	2.983106557		set	3.321428571	1.020296668
seuil	10.1797619	2.60613776		seuil	4.285714286	1.356933986
seul	5.565072303	1.960908282		seul	5.678571429	1.306779231
sève	8.740823137	2.501612383		sève	2.964285714	0.83808171
sexe	8.559510567	2.692083176		sexe	5.464285714	1.137969044
short	5.458286986	2.132190554		short	3.464285714	0.881166855
show	11.21904762	1.942861972		show	4.035714286	1.231745009
si	5.669632925	2.363249085		si	6.928571429	0.262265264
siècle	8.492769744	2.224013615		siècle	3.892857143	1.342724861
siège	6.136818687	2.42877021		siège	5.071428571	1.274495439
sien	5.637374861	2.127141552		sien	5.857142857	1.325373063
sieste	4.537263626	1.979464465		sieste	5.035714286	1.104943198
sigle	11.61904762	2.279342515		sigle	3.285714286	1.083791112
signe	6.811904762	2.347901974		signe	5.107142857	1.165532328
simple	6.638487208	1.85958719		simple	5.464285714	1.104943198
singe	4.709677419	1.232184877		singe	3.428571429	1.199647214
site	10.21666667	2.702914561		site	5.035714286	1.373887236
six	4.424916574	1.136869877		six	5.214285714	1.44932022
skate	9.814238042	2.216264415		skate	3.607142857	1.13330999
sketch	10.45606229	2.404297228		sketch	3.892857143	1.286375491
ski	6.887652948	2.048865409		ski	3.107142857	1.314852075
skier	7.34705228	2.407425788		skier	2.785714286	0.994694923
skieur	7.436904762	2.011747111		skieur	3.035714286	0.961562881
slave	12.49054505	2.871813334		slave	2.678571429	1.156417566
slip	5.174638487	1.651978286		slip	4.464285714	0.999338405
slow	10.27586207	2.049390153		slow	3.214285714	0.875897121
snack	11.73859844	2.486955214		snack	4.5	1.503083251
snob	11.38598443	2.713169792		snob	3.642857143	1.095928009
sobre	11.67408231	1.946598909		sobre	3.857142857	1.268252975
socle	10.25119048	2.059181848		socle	3.321428571	1.020296668
soeur	4.17352614	1.760376304		soeur	5.785714286	1.227980663
soi	8.955952381	3.092631212		soi	5.607142857	1.314852075
soie	9.816462736	2.385890425		soie	3.5	1.071516751
soif	4.604004449	2.528121407		soif	6.142857143	1.177388375
soin	7.453837597	2.608917709		soin	4.785714286	1.370513363
soir	4.852057842	1.96966238		soir	6.142857143	1.177388375
soit	8.847608454	3.149330019		soit	5.714285714	1.356933986
sol	5.421579533	2.261410731		sol	4.785714286	1.257780021
solde	10.56284761	2.468293564		solde	4.142857143	1.145499591
sombre	7.530589544	2.629035556		sombre	4.214285714	1.397276262
somme	7.066740823	2.393539692		somme	4.821428571	1.278122797
son	5.953571429	2.261369741		son	6	1.305260014
sonde	12.27697442	1.99137927		sonde	3.607142857	1.523623501
songe	10.58214286	2.230664042		songe	3.428571429	1.103146054
sort	6.994438265	2.034646148		sort	4.785714286	1.397276262
sorte	8.21134594	2.513191006		sorte	5.285714286	1.383959506
sot	8.847619048	2.598850321		sot	3.25	1.265642861
sou	6.06785317	2.272793743		sou	4.178571429	1.785820103
souche	9.357063404	3.050118982		souche	3.214285714	0.875897121
soude	10.91826309	2.677676369		soude	3.25	1.205696356
souffle	6.21134594	2.591549543		souffle	4.285714286	1.181873681
soufre	11.67074527	2.618380029		soufre	3.285714286	1.272418021
souk	11.24249166	3.790196749		souk	3.107142857	1.030615987
soupe	4.783092325	1.465003945		soupe	4.107142857	1.286375491
souple	7.597330367	2.371878254		souple	4.535714286	1.318869967
source	7.922135706	2.435401978		source	4.357142857	1.366647309
sourd	6.816462736	1.938850119		sourd	4.285714286	1.242969648
sous	5.389321468	2.163231354		sous	6.142857143	1.325373063
spasme	12.95952381	2.330211376		spasme	3.178571429	1.218790275
spectre	11.9202381	2.920596695		spectre	3.25	1.1426091
sphère	10.5272525	2.519173785		sphère	3.107142857	0.956044541
sphinx	9.674082314	2.335789798		sphinx	2.642857143	0.869835477
sport	6.137931034	1.632993162		sport	4.928571429	0.899735411
spot	11.20689655	2.503331114		spot	3.678571429	1.248808956
spray	10.1701891	2.528971911		spray	3.964285714	1.400585667
sprint	10.39880952	2.393717832		sprint	3.142857143	0.890870806
squash	12.95054945	2.967192748		squash	2.857142857	1.145499591
stable	9.489432703	2.522159853		stable	4.178571429	0.944911183
stade	7.705228031	2.263311875		stade	4.392857143	1.100144291
stage	11.31701891	2.914553766		stage	4.428571429	1.03381965
stand	9.545238095	2.651393041		stand	3.321428571	1.188013325
star	8.496106785	1.99461641		star	4.785714286	1.066567456
steak	6.58452381	2.658536457		steak	4.821428571	1.334820599
stock	10.10233593	2.822337931		stock	4.071428571	0.857583661
stop	4.994438265	1.899065984		stop	5.821428571	1.218790275
stress	10.70967742	2.579072101		stress	5.285714286	1.356933986
stretch	13.21428571	2.98270879		stretch	3.071428571	0.978607152
strict	8.598442714	2.259032051		strict	4.071428571	1.184109962
string	13.3192436	1.843325653		string	4.785714286	1.315354983
style	10.02558398	2.46262383		style	5.142857143	1.483596374
su	8.075555556	2.044379412		su	4.785714286	1.618347187
suant	9.994047619	2.290660699		suant	3.107142857	1.100144291
sucre	4.35483871	1.346440948		sucre	5.75	0.967049733
sud	7.033370412	1.224305816		sud	4.357142857	1.520581899
suée	9.449553001	2.824941693		suée	3.5	0.962250449
suer	8.639599555	2.350017158		suer	3.964285714	1.104943198
sueur	8.600667408	2.061943962		sueur	4.035714286	0.999338405
suite	6.847619048	1.659524929		suite	5.607142857	1.227441957
suivre	6.352614016	2.472646051		suivre	5.285714286	1.212806444
sur	4.959955506	1.984889152		sur	6.678571429	0.772373515
sûr	6.808333333	2.385058856		sûr	5.821428571	1.278122797
surf	9.844271413	2.43407707		surf	3.035714286	1.261455446
table	4.069047619	1.595971941		table	6.285714286	0.975900073
tache	5.59047619	2.431592827		tache	4.642857143	1.339272487
tâche	7.600667408	2.591964423		tâche	5.285714286	1.181873681
tacle	11.16685206	2.805907746		tacle	3.25	1.1426091
tact	11.32261905	2.809875851		tact	3.428571429	1.069044968
tag	10.63626251	2.433635274		tag	3.535714286	0.999338405
taille	5.846428571	2.053592311		taille	4.678571429	1.306779231
tant	7.705228031	2.618380029		tant	5.928571429	1.412341671
tante	5.457174638	1.896799795		tante	3.928571429	1.245096201
tape	5.219132369	1.742572564		tape	4.428571429	1.168366109
tard	6.351501669	2.455189807		tard	5.928571429	1.331347728
tarte	5.244716352	2.314517066		tarte	4.392857143	1.286375491
tas	6.104560623	2.588228106		tas	4.5	1.503083251
tasse	5.778642937	2.141248756		tasse	5.5	1
taupe	6.741935484	2.111412919		taupe	3.178571429	0.818923025
taux	12.23804227	2.890845767		taux	4.75	1.265642861
taxe	11.59510567	2.768486252		taxe	3.857142857	1.325373063
te	5.351501669	2.482194658		te	6.392857143	1.13330999
teigne	10.31813126	2.56527682		teigne	3.428571429	0.959497223
teindre	9.438095238	1.910647721		teindre	3.892857143	1.286375491
teint	9.433333333	2.403063179		teint	4.071428571	1.015749
teinte	9.530589544	2.290231711		teinte	3.535714286	0.881166855
tel	8.709677419	2.405191518		tel	6	1.122167215
temple	9.552380952	2.112905066		temple	3.25	0.844371342
temps	5.992213571	1.978377743		temps	6.178571429	0.944911183
tendre	7.848275862	2.736723437		tendre	4.607142857	1.227441957
tente	6.744160178	1.500537538		tente	3.571428571	1.47644647
terme	10.41762452	2.169538327		terme	4.75	1.481365736
terne	10.09788654	2.721479673		terne	3.571428571	0.790151014
terre	4.77753059	1.876853922		terre	4.75	1.481365736
tes	5.283648498	1.606438658		tes	6.785714286	0.498675494
test	9.03003337	2.261886167		test	5	1.154700538
tête	3.923248053	1.856693789		tête	5.25	1.1426091
texte	6.526140156	2.06507049		texte	5.571428571	1.199647214
thé	7.285873192	2.08476295		thé	5.25	1.322875656
thème	10.06562848	2.328874388		thème	4.785714286	1.423536099
thermes	11.55951057	2.765377339		thermes	3.25	1.322875656
thèse	14.5452381	2.545223157		thèse	4.035714286	1.477789712
thon	6.63403782	2.538732221		thon	3.964285714	1.07089934
thym	9.561735261	3.164317182		thym	3.607142857	1.030615987
tic	8.139043382	2.89233321		tic	4	1.305260014
tiède	6.563959956	2.074421801		tiède	4.928571429	1.11980724
tien	5.318131257	2.060900732		tien	6.214285714	1.315354983
tiers	10.63292547	3.302003302		tiers	4.142857143	1.177388375
tige	7.312569522	2.515756796		tige	3.642857143	1.12921755
tigre	4.994047619	2.134823474		tigre	3.142857143	1.177388375
timbre	6.530589544	1.54223689		timbre	4.285714286	1.383959506
tique	8.630952381	2.353769293		tique	3.035714286	0.922241346
tir	7.35483871	1.792457315		tir	4	1.154700538
titre	6.888765295	1.783436335		titre	5.035714286	1.598196735
toast	9.493882091	2.959584394		toast	3.607142857	0.994029797
toc	9.770238095	4.065696134		toc	3.714285714	1.356933986
toi	4.176863181	1.688035061		toi	6.821428571	0.611832186
toile	7.746384872	1.799043952		toile	3.785714286	0.917207633
toit	5.779755284	2.027764275		toit	3.928571429	1.245096201
tôle	9.885428254	3.091785857		tôle	3.25	1.377732974
tombe	7.291666667	2.666307447		tombe	4.107142857	1.547741143
tome	10.37420179	2.931903667		tome	3.357142857	1.253566341
ton	5.392658509	1.838068177		ton	6.357142857	1.19301317
tondre	7.58452381	1.86590707		tondre	3.607142857	1.257254084
tong	8.56618465	3.324396622		tong	3.357142857	1.366647309
tonne	8.355951057	2.055676641		tonne	3.607142857	1.165532328
top	9.098998888	2.604380099		top	5.321428571	1.44154165
torche	8.167964405	2.37685977		torche	3.357142857	1.311326321
tordre	7.741935484	2.567371779		tordre	3.75	0.844371342
tort	7.886540601	2.438490631		tort	4.928571429	1.152407188
tôt	6.213570634	1.621097464		tôt	5.928571429	1.015749
touche	5.954761905	2.448551061		touche	5.392857143	1.370030703
touffe	8.707452725	2.718712535		touffe	3.928571429	1.08622934
tourte	9.139043382	2.726216804		tourte	3.571428571	1.372442306
tous	5.493882091	1.700727232		tous	6.678571429	0.669636243
tout	6.027808676	2.676058729		tout	6.642857143	0.780042056
toux	6.9243604	2.182038112		toux	3.892857143	0.994029797
trac	9.600667408	2.172160116		trac	3.678571429	1.090483122
trace	7.028921023	1.753031169		trace	4.285714286	1.11744228
tract	11.67943806	2.622374361		tract	3.75	1.004618962
train	5.068965517	1.932183566		train	4.285714286	1.181873681
traîne	7.777380952	2.860953944		traîne	4.142857143	1.458418365
traire	7.285714286	2.212815339		traire	2.928571429	1.08622934
trait	5.172413793	2.569046516		trait	4.392857143	1.342724861
traite	8.918263091	3.177817202		traite	3.857142857	1.353029132
traître	10.02669633	2.825003568		traître	3.571428571	0.997350989
trame	14.46071429	12.00675097		trame	3.392857143	1.227441957
tranche	6.280311457	2.432309403		tranche	5.035714286	1.477789712
transe	12.66071429	2.161576691		transe	3.142857143	0.84827868
trappe	9.280311457	2.140746528		trappe	3.178571429	0.818923025
traque	10.88095238	2.590877009		traque	3.535714286	1.170063083
