name|name|relation|certain|name|name
stómakhos|Greek|earlier|t|stomach|English
estorer|French (Anglo-Norman)|immediate|t|store|English
instaurāre|Latin|earlier|t|store|English
estreindre|French (Anglo-Norman)|immediate|t|strain|English
stringere|Latin|earlier|t|strain|English
*extrāneārius|Latin|earlier|t|stranger|English
estrangier|Old French|immediate|t|stranger|English
(via) strāta|Latin|immediate|t|street|English
studium|Latin|earlier|t|study|English
estudier|French (Anglo-Norman)|immediate|t|study|English
stupidus|Latin|immediate|t|stupid|English
zuchre|Old French|immediate|t|sugar|English
sukkar|Arabic|earlier|t|sugar|English
cane|French (Anglo-Norman)|immediate|t|sugar cane|English
qāneh|Hebrew|earlier|t|sugar cane|English
*supian|Germanic|earlier|t|supper|English
super|Old French|immediate|t|supper|English
secūrus|Latin|earlier|t|sure|English
sur|French (Anglo-Norman)|immediate|t|sure|English
super prēndere|Latin|earlier|t|surprised|English
surpris|French|immediate|t|surprised|English
surrendre|French|immediate|t|surrender|English
suspicere|Latin|immediate|t|suspect|English
swampen|Middle Low German|immediate|f|swamp|English
swampen|Dutch|immediate|f|swamp|English
svipa|Old Norse|immediate|t|sweep|English
tabula|Latin|immediate|t|table|English
tablete|French (Anglo-Norman)|immediate|t|tablet|English
tabuleta|Late Latin|earlier|t|tablet|English
tāliātōr|Latin|earlier|t|tailor|English
tailleur|French|immediate|t|tailor|English
taka|Old Norse|immediate|t|take|English
tannāre|Latin|immediate|t|tan|English
tapyra|Tupí|immediate|t|tapir|English
taster|Old French|immediate|t|taste|English
tastāre|Late Latin|earlier|t|taste|English
tātau|Tahitian|immediate|t|tattoo|English
taxāre|Latin|earlier|t|tax|English
taxe|French (Anglo-Norman)|immediate|t|tax|English
tiä|Min|earlier|t|tea|English
thee|Dutch|immediate|t|tea|English
tēle + phōnē|Greek|immediate|t|telephone|English
tēle|Greek|immediate|t|television|English
templum|Latin|immediate|t|temple|English
temple|Middle French|immediate|t|temple(s)|English
*tempula|Late Latin|earlier|t|temple(s)|English
tēnōn|Greek|earlier|t|tendon|English
tendō, -nem|Latin|immediate|t|tendon|English
tente|French|immediate|t|tent|English
tenta|Latin|earlier|t|tent|English
term-es, -item|Latin|immediate|t|termite|English
testis, testiculus|Latin|immediate|t|testicles|English
þeir|Old Norse|immediate|t|they|English
Thórsdagr|Old Norse|immediate|t|Thursday|English
tabaco|Spanish|immediate|t|tobacco|English
tabako|Taino|earlier|t|tobacco|English
toilette|French|immediate|t|toilet|English
tēla|Latin|earlier|t|toilet|English
torca|Latin|earlier|t|torch|English
torche|French|immediate|t|torch|English
tucana|Tupí|immediate|t|toucan|English
toucher|French|immediate|t|touch|English
toccāre|Late Latin|earlier|t|touch|English
*thwaxljō|Germanic|earlier|t|towel|English
toaile|French (Anglo-Norman)|immediate|t|towel|English
turris|Latin|immediate|t|tower|English
trade|Middle Low German|immediate|f|trade|English
trade|Dutch|immediate|f|trade|English
train|French|immediate|t|train|English
*tragināre|Late Latin|earlier|t|train|English
tronc|French|immediate|t|tree trunk|English
truncus|Latin|earlier|t|tree trunk|English
triubhas|Gaelic (Scottish)|immediate|t|trousers|English
trompette|French|immediate|t|trumpet|English
tromba|Occitan|earlier|t|trumpet|English
trier|French|immediate|t|try|English
triāre|Late Latin|earlier|t|try|English
tornāre|Latin|immediate|t|turn|English
rond|French|immediate|t|turn around|English
rotundus|Latin|earlier|t|turn around|English
tortue|French|immediate|t|turtle|English
tortūca|Latin|earlier|t|turtle|English
uggligr|Old Norse|immediate|t|ugly|English
oncle|French|immediate|t|uncle|English
avunculus|Latin|earlier|t|uncle|English
ūrināre|Latin|immediate|t|urinate|English
vagina|Latin|immediate|t|vagina|English
vallēs|Latin|earlier|t|valley|English
vallée|French|immediate|t|valley|English
vegetābilis|Latin|earlier|t|vegetables|English
végétable|French|immediate|t|vegetables|English
veile|French (Anglo-Norman)|immediate|t|veil|English
vēlum|Latin|earlier|t|veil|English
veine|French|immediate|t|vein|English
vēna|Latin|earlier|t|vein|English
victorie|Old French|immediate|t|victory|English
victōria|Latin|earlier|t|victory|English
village|French|immediate|t|village|English
villāticum|Latin|earlier|t|village|English
vigne|French|immediate|t|vine|English
vīnea|Latin|earlier|t|vine|English
vo-x, -cem|Latin|earlier|t|voice|English
voiz|French (Anglo-Norman)|immediate|t|voice|English
vomitus|Latin|immediate|t|vomit|English
vultur|Old French|immediate|t|vulture|English
vultur|Latin|earlier|t|vulture|English
vulva|Latin|immediate|t|vulva|English
*wadjam|Germanic|earlier|t|wages|English
wage|French (Anglo-Norman)|immediate|t|wages|English
wagen|Dutch|immediate|t|wagon|English
vallum|Latin|immediate|t|wall|English
vanta|Old Norse|immediate|t|want|English
guerre|French (Anglo-Norman)|immediate|t|war|English
*werra|Frankish|earlier|t|war|English
hvirfla|Old Norse|immediate|t|whirlpool|English
vindauga|Old Norse|immediate|t|window|English
(w)oînos|Greek|earlier|t|wine|English
vīnum|Latin|immediate|t|wine|English
vængir|Old Norse|immediate|t|wing|English
inhame|Portuguese|immediate|t|yam|English
cero|Spanish|immediate|t|zero|English
ṣifr|Arabic|earlier|t|zero|English
(1418 rows)
